order_id,order_date,revenue,is_new_customer,sku,utm_source
TC100182,2026-07-16,89.54,true,TC-TEE-CREW,google
TC100183,2026-07-16,78.28,true,TC-TEE-CREW,cpc
TC100184,2026-07-16,83.79,true,TC-TEE-CREW,google
TC100185,2026-07-16,64.69,true,TC-TEE-CREW,google_ads
TC100186,2026-07-16,83.82,true,TC-TEE-CREW,google_ads
TC100187,2026-07-16,73.01,true,TC-TEE-CREW,
TC100188,2026-07-16,82.11,true,TC-TEE-CREW,cpc
TC100189,2026-07-16,74.67,true,TC-TEE-CREW,cpc
TC100190,2026-07-16,55.19,true,TC-TEE-CREW,google
TC100191,2026-07-16,83.99,true,TC-TEE-CREW,cpc
TC100192,2026-07-16,67.05,true,TC-TEE-CREW,google_ads
TC100193,2026-07-16,69.84,true,TC-TEE-CREW,google_ads
TC100194,2026-07-16,70.79,true,TC-TEE-CREW,google_ads
TC100195,2026-07-16,68.66,true,TC-TEE-CREW,cpc
TC100196,2026-07-16,68.60,true,TC-TEE-CREW,google_ads
TC100197,2026-07-16,70.68,true,TC-TEE-CREW,google_ads
TC100198,2026-07-16,84.76,true,TC-TEE-CREW,google_ads
TC100199,2026-07-16,60.30,true,TC-TEE-CREW,google_ads
TC100200,2026-07-16,71.95,false,TC-TEE-CREW,cpc
TC100201,2026-07-16,70.26,false,TC-TEE-CREW,
TC100202,2026-07-16,69.05,false,TC-TEE-CREW,
TC100203,2026-07-16,54.89,false,TC-TEE-CREW,google
TC100204,2026-07-16,56.16,false,TC-TEE-CREW,
TC100205,2026-07-16,66.14,true,TC-SHIRT-OXFORD,
TC100206,2026-07-16,81.46,true,TC-SHIRT-OXFORD,
TC100207,2026-07-16,78.16,true,TC-SHIRT-OXFORD,google
TC100208,2026-07-16,77.09,true,TC-SHIRT-OXFORD,google_ads
TC100209,2026-07-16,90.17,true,TC-SHIRT-OXFORD,google_ads
TC100210,2026-07-16,90.94,true,TC-SHIRT-OXFORD,
TC100211,2026-07-16,83.67,false,TC-SHIRT-OXFORD,google
TC100212,2026-07-16,61.24,false,TC-SHIRT-OXFORD,google
TC100213,2026-07-16,79.63,false,TC-SHIRT-OXFORD,
TC100214,2026-07-16,73.55,false,TC-SHIRT-OXFORD,cpc
TC100215,2026-07-16,60.05,false,TC-SHIRT-OXFORD,
TC100216,2026-07-16,68.11,false,TC-SHIRT-OXFORD,google
TC100217,2026-07-16,61.99,false,TC-SHIRT-OXFORD,google_ads
TC100218,2026-07-16,68.90,false,TC-SHIRT-OXFORD,google_ads
TC100219,2026-07-16,56.18,false,TC-SHIRT-OXFORD,cpc
TC100220,2026-07-16,57.99,true,TC-TEE-CREW,
TC100221,2026-07-16,72.31,true,TC-TEE-CREW,google_ads
TC100222,2026-07-16,80.10,true,TC-TEE-CREW,cpc
TC100223,2026-07-16,61.95,true,TC-TEE-CREW,google
TC100224,2026-07-16,73.29,true,TC-TEE-CREW,cpc
TC100225,2026-07-16,77.55,true,TC-TEE-CREW,google_ads
TC100226,2026-07-16,71.68,true,TC-TEE-CREW,google
TC100227,2026-07-16,87.53,true,TC-TEE-CREW,google
TC100228,2026-07-16,81.33,true,TC-TEE-CREW,google_ads
TC100229,2026-07-16,75.71,true,TC-TEE-CREW,cpc
TC100230,2026-07-16,68.92,true,TC-TEE-CREW,google
TC100231,2026-07-16,71.34,true,TC-TEE-CREW,google
TC100232,2026-07-16,85.11,true,TC-TEE-CREW,google
TC100233,2026-07-16,59.74,true,TC-TEE-CREW,
TC100234,2026-07-16,63.40,true,TC-TEE-CREW,cpc
TC100235,2026-07-16,88.36,true,TC-TEE-CREW,google_ads
TC100236,2026-07-16,62.95,true,TC-TEE-CREW,google
TC100237,2026-07-16,82.18,true,TC-TEE-CREW,cpc
TC100238,2026-07-16,68.95,true,TC-TEE-CREW,google
TC100239,2026-07-16,74.78,true,TC-TEE-CREW,
TC100240,2026-07-16,83.50,true,TC-TEE-CREW,cpc
TC100241,2026-07-16,84.22,true,TC-TEE-CREW,google_ads
TC100242,2026-07-16,83.17,true,TC-TEE-CREW,cpc
TC100243,2026-07-16,55.32,true,TC-TEE-CREW,google_ads
TC100244,2026-07-16,78.11,true,TC-TEE-CREW,cpc
TC100245,2026-07-16,58.55,true,TC-TEE-CREW,
TC100246,2026-07-16,62.23,true,TC-TEE-CREW,google
TC100247,2026-07-16,63.61,false,TC-TEE-CREW,google
TC100248,2026-07-16,53.74,false,TC-TEE-CREW,cpc
TC100249,2026-07-16,83.15,false,TC-TEE-CREW,cpc
TC100250,2026-07-16,87.01,false,TC-TEE-CREW,
TC100251,2026-07-16,20.33,false,TC-TEE-CREW,cpc
TC100252,2026-07-17,82.27,true,TC-TEE-CREW,instagram
TC100253,2026-07-17,70.23,true,TC-TEE-CREW,
TC100254,2026-07-17,60.32,true,TC-TEE-CREW,meta
TC100255,2026-07-17,54.71,true,TC-TEE-CREW,instagram
TC100256,2026-07-17,85.77,true,TC-TEE-CREW,
TC100257,2026-07-17,87.95,true,TC-TEE-CREW,meta
TC100258,2026-07-17,84.45,true,TC-TEE-CREW,instagram
TC100259,2026-07-17,86.32,true,TC-TEE-CREW,instagram
TC100260,2026-07-17,63.34,true,TC-TEE-CREW,meta
TC100261,2026-07-17,78.30,true,TC-TEE-CREW,meta
TC100262,2026-07-17,72.31,true,TC-TEE-CREW,meta
TC100263,2026-07-17,75.31,true,TC-TEE-CREW,
TC100264,2026-07-17,75.90,true,TC-TEE-CREW,meta
TC100265,2026-07-17,60.98,true,TC-TEE-CREW,facebook
TC100266,2026-07-17,75.56,true,TC-TEE-CREW,meta
TC100267,2026-07-17,70.82,true,TC-TEE-CREW,instagram
TC100268,2026-07-17,85.77,true,TC-TEE-CREW,instagram
TC100269,2026-07-17,64.51,true,TC-TEE-CREW,facebook
TC100270,2026-07-17,88.75,true,TC-TEE-CREW,instagram
TC100271,2026-07-17,66.11,true,TC-TEE-CREW,meta
TC100272,2026-07-17,74.50,true,TC-TEE-CREW,instagram
TC100273,2026-07-17,58.67,true,TC-TEE-CREW,meta
TC100274,2026-07-17,75.08,true,TC-TEE-CREW,instagram
TC100275,2026-07-17,72.60,true,TC-TEE-CREW,
TC100276,2026-07-17,84.32,true,TC-TEE-CREW,facebook
TC100277,2026-07-17,62.20,true,TC-TEE-CREW,instagram
TC100278,2026-07-17,59.42,true,TC-TEE-CREW,meta
TC100279,2026-07-17,81.50,true,TC-TEE-CREW,meta
TC100280,2026-07-17,75.29,true,TC-TEE-CREW,instagram
TC100281,2026-07-17,66.28,true,TC-TEE-CREW,
TC100282,2026-07-17,73.21,true,TC-TEE-CREW,instagram
TC100283,2026-07-17,56.95,true,TC-TEE-CREW,facebook
TC100284,2026-07-17,65.61,true,TC-TEE-CREW,facebook
TC100285,2026-07-17,61.34,true,TC-TEE-CREW,
TC100286,2026-07-17,58.75,true,TC-TEE-CREW,instagram
TC100287,2026-07-17,68.46,true,TC-TEE-CREW,instagram
TC100288,2026-07-17,87.66,true,TC-TEE-CREW,meta
TC100289,2026-07-17,59.43,true,TC-TEE-CREW,meta
TC100290,2026-07-17,56.71,true,TC-TEE-CREW,instagram
TC100291,2026-07-17,59.31,true,TC-TEE-CREW,instagram
TC100292,2026-07-17,67.64,true,TC-TEE-CREW,
TC100293,2026-07-17,76.03,true,TC-TEE-CREW,
TC100294,2026-07-17,65.58,true,TC-TEE-CREW,facebook
TC100295,2026-07-17,77.87,true,TC-TEE-CREW,facebook
TC100296,2026-07-17,60.25,true,TC-TEE-CREW,instagram
TC100297,2026-07-17,71.55,true,TC-TEE-CREW,facebook
TC100298,2026-07-17,76.30,true,TC-TEE-CREW,
TC100299,2026-07-17,72.93,true,TC-TEE-CREW,
TC100300,2026-07-17,83.39,true,TC-TEE-CREW,meta
TC100301,2026-07-17,68.02,true,TC-TEE-CREW,
TC100302,2026-07-17,66.56,false,TC-TEE-CREW,meta
TC100303,2026-07-17,80.16,false,TC-TEE-CREW,meta
TC100304,2026-07-17,56.22,false,TC-TEE-CREW,instagram
TC100305,2026-07-17,81.51,false,TC-TEE-CREW,facebook
TC100306,2026-07-17,62.42,false,TC-TEE-CREW,facebook
TC100307,2026-07-17,80.30,false,TC-TEE-CREW,
TC100308,2026-07-17,56.34,false,TC-TEE-CREW,
TC100309,2026-07-17,120.71,false,TC-TEE-CREW,
TC100310,2026-07-17,60.27,true,TC-TEE-CREW,
TC100311,2026-07-17,66.06,true,TC-TEE-CREW,instagram
TC100312,2026-07-17,87.17,true,TC-TEE-CREW,instagram
TC100313,2026-07-17,60.57,true,TC-TEE-CREW,
TC100314,2026-07-17,75.28,false,TC-TEE-CREW,meta
TC100315,2026-07-17,61.96,false,TC-TEE-CREW,
TC100316,2026-07-17,87.87,false,TC-TEE-CREW,facebook
TC100317,2026-07-17,57.34,false,TC-TEE-CREW,
TC100318,2026-07-17,86.19,false,TC-TEE-CREW,
TC100319,2026-07-17,65.71,false,TC-TEE-CREW,facebook
TC100320,2026-07-17,57.51,false,TC-TEE-CREW,
TC100321,2026-07-17,61.08,false,TC-TEE-CREW,instagram
TC100322,2026-07-17,61.04,false,TC-TEE-CREW,instagram
TC100323,2026-07-17,79.97,false,TC-TEE-CREW,instagram
TC100324,2026-07-17,75.60,false,TC-TEE-CREW,facebook
TC100325,2026-07-17,56.29,false,TC-TEE-CREW,
TC100326,2026-07-17,66.65,false,TC-TEE-CREW,instagram
TC100327,2026-07-17,86.98,false,TC-TEE-CREW,instagram
TC100328,2026-07-17,82.97,false,TC-TEE-CREW,instagram
TC100329,2026-07-17,82.05,false,TC-TEE-CREW,
TC100330,2026-07-17,128.10,false,TC-TEE-CREW,facebook
TC100331,2026-07-17,63.90,true,TC-TEE-CREW,
TC100332,2026-07-17,63.76,true,TC-TEE-CREW,
TC100333,2026-07-17,75.56,true,TC-TEE-CREW,meta
TC100334,2026-07-17,86.80,true,TC-TEE-CREW,
TC100335,2026-07-17,87.02,true,TC-TEE-CREW,instagram
TC100336,2026-07-17,62.72,true,TC-TEE-CREW,facebook
TC100337,2026-07-17,78.67,true,TC-TEE-CREW,
TC100338,2026-07-17,66.19,true,TC-TEE-CREW,facebook
TC100339,2026-07-17,72.69,false,TC-TEE-CREW,instagram
TC100340,2026-07-17,73.85,false,TC-TEE-CREW,facebook
TC100341,2026-07-17,35.87,false,TC-TEE-CREW,meta
TC100342,2026-07-17,59.72,true,TC-UND-BOXER,
TC100343,2026-07-17,52.20,true,TC-UND-BOXER,instagram
TC100344,2026-07-17,68.86,true,TC-UND-BOXER,facebook
TC100345,2026-07-17,79.62,true,TC-UND-BOXER,
TC100346,2026-07-17,63.40,true,TC-UND-BOXER,meta
TC100347,2026-07-17,79.89,true,TC-UND-BOXER,meta
TC100348,2026-07-17,80.25,true,TC-UND-BOXER,instagram
TC100349,2026-07-17,58.91,false,TC-UND-BOXER,instagram
TC100350,2026-07-17,69.62,false,TC-UND-BOXER,
TC100351,2026-07-17,69.24,true,TC-MIXED,facebook
TC100352,2026-07-17,59.01,false,TC-MIXED,meta
TC100353,2026-07-17,66.54,false,TC-MIXED,
TC100354,2026-07-17,87.78,false,TC-MIXED,
TC100355,2026-07-17,87.24,false,TC-MIXED,meta
TC100356,2026-07-17,87.64,false,TC-MIXED,meta
TC100357,2026-07-17,75.53,false,TC-MIXED,facebook
TC100358,2026-07-17,89.46,false,TC-MIXED,instagram
TC100359,2026-07-17,61.59,false,TC-MIXED,instagram
TC100360,2026-07-17,72.59,false,TC-MIXED,
TC100361,2026-07-17,73.04,false,TC-MIXED,facebook
TC100362,2026-07-17,60.76,false,TC-MIXED,meta
TC100363,2026-07-17,73.35,false,TC-MIXED,facebook
TC100364,2026-07-17,55.94,false,TC-MIXED,
TC100365,2026-07-17,68.17,true,TC-TEE-CREW,google_ads
TC100366,2026-07-17,73.50,true,TC-TEE-CREW,google
TC100367,2026-07-17,56.53,true,TC-TEE-CREW,google
TC100368,2026-07-17,88.05,true,TC-TEE-CREW,google_ads
TC100369,2026-07-17,62.63,true,TC-TEE-CREW,google_ads
TC100370,2026-07-17,68.78,true,TC-TEE-CREW,
TC100371,2026-07-17,81.51,true,TC-TEE-CREW,google
TC100372,2026-07-17,53.83,true,TC-TEE-CREW,google_ads
TC100373,2026-07-17,80.62,true,TC-TEE-CREW,cpc
TC100374,2026-07-17,78.23,true,TC-TEE-CREW,cpc
TC100375,2026-07-17,58.95,true,TC-TEE-CREW,
TC100376,2026-07-17,79.74,true,TC-TEE-CREW,
TC100377,2026-07-17,55.54,true,TC-TEE-CREW,cpc
TC100378,2026-07-17,66.72,true,TC-TEE-CREW,google_ads
TC100379,2026-07-17,65.72,true,TC-TEE-CREW,cpc
TC100380,2026-07-17,68.00,true,TC-TEE-CREW,cpc
TC100381,2026-07-17,56.73,true,TC-TEE-CREW,google
TC100382,2026-07-17,82.94,true,TC-TEE-CREW,google
TC100383,2026-07-17,76.95,true,TC-TEE-CREW,google_ads
TC100384,2026-07-17,88.80,true,TC-TEE-CREW,google
TC100385,2026-07-17,77.16,true,TC-TEE-CREW,google_ads
TC100386,2026-07-17,72.90,true,TC-TEE-CREW,google_ads
TC100387,2026-07-17,82.87,true,TC-TEE-CREW,cpc
TC100388,2026-07-17,75.16,true,TC-TEE-CREW,google
TC100389,2026-07-17,85.38,true,TC-TEE-CREW,
TC100390,2026-07-17,65.05,true,TC-TEE-CREW,
TC100391,2026-07-17,75.77,true,TC-TEE-CREW,
TC100392,2026-07-17,68.48,false,TC-TEE-CREW,google
TC100393,2026-07-17,55.00,false,TC-TEE-CREW,cpc
TC100394,2026-07-17,82.21,false,TC-TEE-CREW,google_ads
TC100395,2026-07-17,86.26,false,TC-TEE-CREW,google_ads
TC100396,2026-07-17,83.53,false,TC-TEE-CREW,
TC100397,2026-07-17,79.34,false,TC-TEE-CREW,
TC100398,2026-07-17,67.10,false,TC-TEE-CREW,cpc
TC100399,2026-07-17,53.85,false,TC-TEE-CREW,google_ads
TC100400,2026-07-17,58.46,false,TC-TEE-CREW,google_ads
TC100401,2026-07-17,69.57,false,TC-TEE-CREW,google
TC100402,2026-07-17,71.81,false,TC-TEE-CREW,google
TC100403,2026-07-17,69.14,false,TC-TEE-CREW,google_ads
TC100404,2026-07-17,69.07,false,TC-TEE-CREW,
TC100405,2026-07-17,75.29,false,TC-TEE-CREW,google_ads
TC100406,2026-07-17,66.92,false,TC-TEE-CREW,cpc
TC100407,2026-07-17,56.34,false,TC-TEE-CREW,google
TC100408,2026-07-17,54.94,false,TC-TEE-CREW,google_ads
TC100409,2026-07-17,81.25,false,TC-TEE-CREW,cpc
TC100410,2026-07-17,86.25,false,TC-TEE-CREW,google
TC100411,2026-07-17,78.15,false,TC-TEE-CREW,google_ads
TC100412,2026-07-17,60.56,false,TC-TEE-CREW,google
TC100413,2026-07-17,68.16,false,TC-TEE-CREW,
TC100414,2026-07-17,62.72,false,TC-TEE-CREW,cpc
TC100415,2026-07-17,80.99,false,TC-TEE-CREW,google
TC100416,2026-07-17,59.96,false,TC-TEE-CREW,google
TC100417,2026-07-17,87.03,false,TC-TEE-CREW,cpc
TC100418,2026-07-17,71.76,false,TC-TEE-CREW,google_ads
TC100419,2026-07-17,83.45,false,TC-TEE-CREW,cpc
TC100420,2026-07-17,81.40,false,TC-TEE-CREW,cpc
TC100421,2026-07-17,60.33,false,TC-TEE-CREW,cpc
TC100422,2026-07-17,86.48,false,TC-TEE-CREW,
TC100423,2026-07-17,55.83,false,TC-TEE-CREW,
TC100424,2026-07-17,58.95,false,TC-TEE-CREW,google_ads
TC100425,2026-07-17,62.25,false,TC-TEE-CREW,
TC100426,2026-07-17,68.84,false,TC-TEE-CREW,google
TC100427,2026-07-17,63.81,false,TC-TEE-CREW,cpc
TC100428,2026-07-17,113.13,false,TC-TEE-CREW,google
TC100429,2026-07-17,58.82,true,TC-TEE-CREW,cpc
TC100430,2026-07-17,78.24,true,TC-TEE-CREW,cpc
TC100431,2026-07-17,84.74,true,TC-TEE-CREW,google_ads
TC100432,2026-07-17,63.93,true,TC-TEE-CREW,google_ads
TC100433,2026-07-17,90.42,true,TC-TEE-CREW,
TC100434,2026-07-17,84.87,true,TC-TEE-CREW,
TC100435,2026-07-17,75.53,true,TC-TEE-CREW,google
TC100436,2026-07-17,76.86,true,TC-TEE-CREW,cpc
